Player,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
Le Kevin Smith,N/A,N/A,N/A,N/A,N/A,1,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Soliai,N/A,N/A,N/A,N/A,N/A,1,3,7,9,8,7,6,N/A,1,N/A,N/A
Isaac Sopoaga,N/A,N/A,N/A,N/A,2,2,3,6,N/A,N/A,8,5,4,N/A,N/A,N/A
Breeland Speaks,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Akeem Spence,N/A,N/A,6,4,3,3,5,6,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montavious Stanley,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Randy Starks,N/A,4,6,4,3,4,N/A,N/A,N/A,11,7,6,6,N/A,N/A,N/A
Shamar Stephen,N/A,N/A,N/A,3,N/A,8,2,7,7,7,1,N/A,N/A,N/A,N/A,N/A
Devon Still,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ndamukong Suh,N/A,N/A,N/A,15,6,12,16,18,7,13,7,8,N/A,N/A,N/A,1
Johnathan Sullivan,N/A,N/A,6,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Will Sutton,N/A,N/A,N/A,2,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
J.R. Sweezy,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alameda Ta'amu,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phil Taylor,N/A,N/A,N/A,8,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vincent Taylor,N/A,N/A,N/A,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Craig Terrill,N/A,N/A,N/A,N/A,N/A,2,2,2,2,1,1,N/A,N/A,N/A,N/A,N/A
Cam Thomas,N/A,N/A,N/A,N/A,N/A,2,2,5,N/A,2,2,N/A,N/A,N/A,N/A,N/A
Marcus Thomas,N/A,N/A,3,4,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brandon Thompson,N/A,N/A,N/A,N/A,5,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Khyri Thornton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matt Toeaina,N/A,N/A,N/A,N/A,N/A,N/A,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Larry Tripplett,N/A,N/A,N/A,4,6,2,4,7,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Torell Troup,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marcus Tubbs,N/A,N/A,N/A,2,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tank Tyler,N/A,N/A,2,6,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeAngelo Tyson,N/A,N/A,N/A,1,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vincent Valentine,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eddie Vanderdoes,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Vickerson,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,7,5,2,N/A,N/A,N/A,N/A
Vance Walker,N/A,N/A,1,2,2,5,6,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leterrius Walton,N/A,N/A,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ty Warren,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adolphus Washington,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gabe Watson,N/A,N/A,N/A,2,6,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vince Wilfork,N/A,N/A,N/A,4,7,9,13,8,10,N/A,13,16,N/A,8,8,7
Brandon Williams,N/A,N/A,N/A,N/A,N/A,7,7,8,N/A,N/A,N/A,6,7,N/A,N/A,N/A
Corey Williams,N/A,N/A,N/A,N/A,1,1,6,5,N/A,3,7,6,N/A,N/A,N/A,N/A
Dan Williams,N/A,N/A,N/A,2,4,7,5,5,6,4,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Williams,N/A,N/A,N/A,N/A,12,6,18,16,18,15,10,5,7,6,5,4
Kyle Williams,N/A,N/A,N/A,6,7,7,7,12,N/A,8,11,12,N/A,N/A,6,12
Sylvester Williams,N/A,N/A,N/A,N/A,N/A,3,6,7,7,5,3,N/A,1,N/A,N/A,N/A
Perrion Winfrey,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Billy Winn,N/A,N/A,N/A,6,2,N/A,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Corey Wootton,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jerel Worthy,N/A,N/A,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rodrique Wright,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Claude Wroten,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
