Player,AV,Age,Pos,-9999
Ryan Plackemeier,3,22,P,PlacRy20
Ryan Plackemeier,1,23,P,PlacRy20
Ryan Plackemeier,1,24,P,PlacRy20
Adam Podlesh,2,24,P,PodlAd20
Adam Podlesh,1,25,P,PodlAd20
Adam Podlesh,1,26,P,PodlAd20
Adam Podlesh,2,27,P,PodlAd20
Adam Podlesh,2,28,P,PodlAd20
Adam Podlesh,1,29,P,PodlAd20
B.J. Sander,1,25,P,SandB.20
Mike Scifres,3,24,P,ScifMi20
Mike Scifres,3,25,P,ScifMi20
Mike Scifres,2,26,P,ScifMi20
Mike Scifres,3,27,P,ScifMi20
Mike Scifres,3,28,P,ScifMi20
Mike Scifres,2,29,P,ScifMi20
Mike Scifres,2,30,P,ScifMi20
Mike Scifres,3,31,P,ScifMi20
Mike Scifres,3,32,P,ScifMi20
Mike Scifres,2,33,P,ScifMi20
Mike Scifres,2,34,P,ScifMi20
Mike Scifres,2,35,P,ScifMi20
Daniel Sepulveda,2,23,P,SepuDa20
Daniel Sepulveda,2,25,P,SepuDa20
Daniel Sepulveda,2,26,P,SepuDa20
Daniel Sepulveda,1,27,P,SepuDa20
Johnny Townsend,2,23,P,TownJo01
Dave Zastudil,2,24,P,ZastDa20
Dave Zastudil,2,25,P,ZastDa20
Dave Zastudil,1,26,P,ZastDa20
Dave Zastudil,2,27,P,ZastDa20
Dave Zastudil,2,28,P,ZastDa20
Dave Zastudil,1,29,P,ZastDa20
Dave Zastudil,3,30,P,ZastDa20
Dave Zastudil,1,31,P,ZastDa20
Dave Zastudil,2,33,P,ZastDa20
Dave Zastudil,3,34,P,ZastDa20
Dave Zastudil,3,35,P,ZastDa20
