Player,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Josh Robinson,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick Robinson,N/A,N/A,N/A,4,6,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rashard Robinson,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bradley Roby,N/A,N/A,N/A,N/A,N/A,6,4,3,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert Rochell,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominique Rodgers-Cromartie,N/A,5,10,6,N/A,6,6,6,9,11,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carlos Rogers,N/A,N/A,N/A,3,6,N/A,8,6,5,13,5,5,N/A,N/A,N/A,N/A,N/A,N/A
Antrel Rolle,N/A,N/A,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aaron Ross,N/A,N/A,N/A,N/A,5,6,N/A,N/A,5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derek Ross,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stanford Routt,N/A,N/A,N/A,6,N/A,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric Rowe,N/A,N/A,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike Rumph,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Logan Ryan,N/A,4,3,6,5,5,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asante Samuel,N/A,N/A,4,6,11,14,13,13,8,7,8,3,N/A,N/A,N/A,N/A,N/A,N/A
Orlando Scandrick,N/A,N/A,N/A,3,N/A,4,6,N/A,N/A,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bryan Scott,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coty Sensabaugh,N/A,N/A,N/A,N/A,N/A,3,6,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kendall Sheffield,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lito Sheppard,N/A,5,17,5,10,5,N/A,5,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Richard Sherman,N/A,N/A,6,20,21,18,15,9,4,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tharold Simon,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LeShaun Sims,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Buster Skrine,N/A,N/A,N/A,5,7,N/A,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alphonso Smith,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jimmy Smith,N/A,N/A,N/A,N/A,7,3,6,4,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ryan Smith,N/A,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sean Smith,N/A,5,3,7,7,6,6,4,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shawntae Spencer,N/A,4,5,4,N/A,N/A,7,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aqib Talib,N/A,N/A,6,6,4,N/A,12,9,10,15,9,3,N/A,N/A,N/A,N/A,N/A,N/A
Cordrea Tankersley,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ike Taylor,N/A,N/A,N/A,N/A,7,6,8,8,7,7,8,6,6,N/A,N/A,N/A,N/A,N/A
